,Year,Location Description,Topic Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,Legislation Percentage
185,2016,Guam,E-Cigarette Use (Adults),Some Days,,,,,Female,
186,2018,Hawaii,E-Cigarette Use (Adults),Every Day,34.8,28.8,40.8,389,Overall,75.2
187,2018,Hawaii,E-Cigarette Use (Adults),Every Day,34.7,27.3,42.1,245,Male,75.2
188,2018,Hawaii,E-Cigarette Use (Adults),Every Day,35.0,24.7,45.3,144,Female,75.2
189,2018,Hawaii,E-Cigarette Use (Adults),Some Days,65.2,59.2,71.2,389,Overall,75.2
190,2018,Hawaii,E-Cigarette Use (Adults),Some Days,65.3,57.9,72.7,245,Male,75.2
191,2018,Hawaii,E-Cigarette Use (Adults),Some Days,65.0,54.7,75.3,144,Female,75.2
192,2017,Hawaii,E-Cigarette Use (Adults),Every Day,47.2,39.3,55.1,260,Overall,75.2
193,2017,Hawaii,E-Cigarette Use (Adults),Every Day,48.0,38.3,57.7,165,Male,75.2
194,2017,Hawaii,E-Cigarette Use (Adults),Every Day,45.4,32.5,58.3,95,Female,75.2
195,2017,Hawaii,E-Cigarette Use (Adults),Some Days,52.8,44.9,60.7,260,Overall,75.2
196,2017,Hawaii,E-Cigarette Use (Adults),Some Days,52.0,42.3,61.7,165,Male,75.2
197,2017,Hawaii,E-Cigarette Use (Adults),Some Days,54.6,41.7,67.5,95,Female,75.2
198,2016,Hawaii,E-Cigarette Use (Adults),Every Day,41.2,33.2,49.2,235,Overall,75.2
199,2016,Hawaii,E-Cigarette Use (Adults),Every Day,44.2,34.2,54.2,147,Male,75.2
200,2016,Hawaii,E-Cigarette Use (Adults),Every Day,34.0,21.4,46.6,88,Female,75.2
201,2016,Hawaii,E-Cigarette Use (Adults),Some Days,58.8,50.8,66.8,235,Overall,75.2
202,2016,Hawaii,E-Cigarette Use (Adults),Some Days,55.8,45.8,65.8,147,Male,75.2
203,2016,Hawaii,E-Cigarette Use (Adults),Some Days,66.0,53.4,78.6,88,Female,75.2
204,2018,Idaho,E-Cigarette Use (Adults),Every Day,32.9,22.2,43.6,122,Overall,81.1
205,2018,Idaho,E-Cigarette Use (Adults),Every Day,38.5,24.4,52.6,70,Male,81.1
206,2018,Idaho,E-Cigarette Use (Adults),Every Day,26.8,11.5,42.1,52,Female,81.1
207,2018,Idaho,E-Cigarette Use (Adults),Some Days,67.1,56.4,77.8,122,Overall,81.1
208,2018,Idaho,E-Cigarette Use (Adults),Some Days,61.5,47.4,75.6,70,Male,81.1
209,2018,Idaho,E-Cigarette Use (Adults),Some Days,73.2,57.9,88.5,52,Female,81.1
210,2017,Idaho,E-Cigarette Use (Adults),Every Day,39.0,29.1,48.9,139,Overall,81.1
211,2017,Idaho,E-Cigarette Use (Adults),Every Day,41.2,27.5,54.9,65,Male,81.1
212,2017,Idaho,E-Cigarette Use (Adults),Every Day,36.8,22.5,51.1,74,Female,81.1
213,2017,Idaho,E-Cigarette Use (Adults),Some Days,61.0,51.1,70.9,139,Overall,81.1
214,2017,Idaho,E-Cigarette Use (Adults),Some Days,58.8,45.1,72.5,65,Male,81.1
215,2017,Idaho,E-Cigarette Use (Adults),Some Days,63.2,48.9,77.5,74,Female,81.1
216,2016,Idaho,E-Cigarette Use (Adults),Every Day,39.5,28.7,50.3,152,Overall,81.1
217,2016,Idaho,E-Cigarette Use (Adults),Every Day,42.0,25.4,58.6,61,Male,81.1
218,2016,Idaho,E-Cigarette Use (Adults),Every Day,36.9,23.6,50.2,91,Female,81.1
219,2016,Idaho,E-Cigarette Use (Adults),Some Days,60.5,49.7,71.3,152,Overall,81.1
220,2016,Idaho,E-Cigarette Use (Adults),Some Days,58.0,41.4,74.6,61,Male,81.1
221,2016,Idaho,E-Cigarette Use (Adults),Some Days,63.1,49.8,76.4,91,Female,81.1
222,2017,Illinois,E-Cigarette Use (Adults),Every Day,29.5,20.6,38.4,154,Overall,85.9
223,2017,Illinois,E-Cigarette Use (Adults),Every Day,40.3,27.3,53.3,78,Male,85.9
224,2017,Illinois,E-Cigarette Use (Adults),Every Day,15.4,6.5,24.3,76,Female,85.9
225,2017,Illinois,E-Cigarette Use (Adults),Some Days,70.5,61.6,79.4,154,Overall,85.9
226,2017,Illinois,E-Cigarette Use (Adults),Some Days,59.7,46.7,72.7,78,Male,85.9
227,2017,Illinois,E-Cigarette Use (Adults),Some Days,84.6,75.7,93.5,76,Female,85.9
228,2016,Illinois,E-Cigarette Use (Adults),Every Day,39.9,30.1,49.7,142,Overall,85.9
229,2016,Illinois,E-Cigarette Use (Adults),Every Day,43.8,30.1,57.5,76,Male,85.9
230,2016,Illinois,E-Cigarette Use (Adults),Every Day,34.6,21.7,47.5,66,Female,85.9
231,2016,Illinois,E-Cigarette Use (Adults),Some Days,60.1,50.3,69.9,142,Overall,85.9
232,2016,Illinois,E-Cigarette Use (Adults),Some Days,56.2,42.5,69.9,76,Male,85.9
233,2016,Illinois,E-Cigarette Use (Adults),Some Days,65.4,52.5,78.3,66,Female,85.9
234,2018,Indiana,E-Cigarette Use (Adults),Every Day,39.0,31.7,46.3,291,Overall,82.3
235,2018,Indiana,E-Cigarette Use (Adults),Every Day,45.3,34.9,55.7,147,Male,82.3
236,2018,Indiana,E-Cigarette Use (Adults),Every Day,31.7,22.0,41.4,144,Female,82.3
237,2018,Indiana,E-Cigarette Use (Adults),Some Days,61.0,53.7,68.3,291,Overall,82.3
238,2018,Indiana,E-Cigarette Use (Adults),Some Days,54.7,44.3,65.1,147,Male,82.3
239,2018,Indiana,E-Cigarette Use (Adults),Some Days,68.3,58.6,78.0,144,Female,82.3
240,2017,Indiana,E-Cigarette Use (Adults),Every Day,35.0,29.7,40.3,497,Overall,82.3
241,2017,Indiana,E-Cigarette Use (Adults),Every Day,37.2,29.6,44.8,240,Male,82.3
242,2017,Indiana,E-Cigarette Use (Adults),Every Day,32.5,25.2,39.8,257,Female,82.3
243,2017,Indiana,E-Cigarette Use (Adults),Some Days,65.0,59.7,70.3,497,Overall,82.3
244,2017,Indiana,E-Cigarette Use (Adults),Some Days,62.8,55.2,70.4,240,Male,82.3
245,2017,Indiana,E-Cigarette Use (Adults),Some Days,67.5,60.2,74.8,257,Female,82.3
246,2016,Indiana,E-Cigarette Use (Adults),Every Day,35.4,28.6,42.2,352,Overall,82.3
247,2016,Indiana,E-Cigarette Use (Adults),Every Day,38.7,28.5,48.9,149,Male,82.3
248,2016,Indiana,E-Cigarette Use (Adults),Every Day,31.9,22.9,40.9,203,Female,82.3
249,2016,Indiana,E-Cigarette Use (Adults),Some Days,64.6,57.8,71.4,352,Overall,82.3
250,2016,Indiana,E-Cigarette Use (Adults),Some Days,61.3,51.1,71.5,149,Male,82.3
251,2016,Indiana,E-Cigarette Use (Adults),Some Days,68.1,59.1,77.1,203,Female,82.3
252,2018,Iowa,E-Cigarette Use (Adults),Every Day,36.8,30.8,42.8,316,Overall,84.3
253,2018,Iowa,E-Cigarette Use (Adults),Every Day,42.8,35.0,50.6,191,Male,84.3
254,2018,Iowa,E-Cigarette Use (Adults),Every Day,26.8,18.0,35.6,125,Female,84.3
255,2018,Iowa,E-Cigarette Use (Adults),Some Days,63.2,57.2,69.2,316,Overall,84.3
256,2018,Iowa,E-Cigarette Use (Adults),Some Days,57.2,49.4,65.0,191,Male,84.3
257,2018,Iowa,E-Cigarette Use (Adults),Some Days,73.2,64.4,82.0,125,Female,84.3
258,2017,Iowa,E-Cigarette Use (Adults),Every Day,33.1,25.8,40.4,228,Overall,84.3
259,2017,Iowa,E-Cigarette Use (Adults),Every Day,32.9,24.3,41.5,143,Male,84.3
260,2017,Iowa,E-Cigarette Use (Adults),Every Day,33.4,20.2,46.6,85,Female,84.3
261,2017,Iowa,E-Cigarette Use (Adults),Some Days,66.9,59.6,74.2,228,Overall,84.3
262,2017,Iowa,E-Cigarette Use (Adults),Some Days,67.1,58.5,75.7,143,Male,84.3
263,2017,Iowa,E-Cigarette Use (Adults),Some Days,66.6,53.4,79.8,85,Female,84.3
264,2016,Iowa,E-Cigarette Use (Adults),Every Day,34.2,26.3,42.1,211,Overall,84.3
265,2016,Iowa,E-Cigarette Use (Adults),Every Day,40.2,28.8,51.6,101,Male,84.3
266,2016,Iowa,E-Cigarette Use (Adults),Every Day,27.7,17.0,38.4,110,Female,84.3
267,2016,Iowa,E-Cigarette Use (Adults),Some Days,65.8,57.9,73.7,211,Overall,84.3
268,2016,Iowa,E-Cigarette Use (Adults),Some Days,59.8,48.4,71.2,101,Male,84.3
269,2016,Iowa,E-Cigarette Use (Adults),Some Days,72.3,61.6,83.0,110,Female,84.3
270,2017,Kansas,E-Cigarette Use (Adults),Every Day,40.7,36.1,45.3,678,Overall,81.5
271,2017,Kansas,E-Cigarette Use (Adults),Every Day,42.0,36.0,48.0,383,Male,81.5
272,2017,Kansas,E-Cigarette Use (Adults),Every Day,38.5,31.2,45.8,295,Female,81.5
273,2017,Kansas,E-Cigarette Use (Adults),Some Days,59.3,54.7,63.9,678,Overall,81.5
274,2017,Kansas,E-Cigarette Use (Adults),Some Days,58.0,52.0,64.0,383,Male,81.5
275,2017,Kansas,E-Cigarette Use (Adults),Some Days,61.5,54.2,68.8,295,Female,81.5
276,2016,Kansas,E-Cigarette Use (Adults),Every Day,34.3,28.7,39.9,429,Overall,81.5
277,2016,Kansas,E-Cigarette Use (Adults),Every Day,31.5,24.6,38.4,234,Male,81.5
278,2016,Kansas,E-Cigarette Use (Adults),Every Day,38.7,29.5,47.9,195,Female,81.5
279,2016,Kansas,E-Cigarette Use (Adults),Some Days,65.7,60.1,71.3,429,Overall,81.5
280,2016,Kansas,E-Cigarette Use (Adults),Some Days,68.5,61.6,75.4,234,Male,81.5
281,2016,Kansas,E-Cigarette Use (Adults),Some Days,61.3,52.1,70.5,195,Female,81.5
282,2017,Kentucky,E-Cigarette Use (Adults),Every Day,36.5,28.4,44.6,353,Overall,79.0
283,2017,Kentucky,E-Cigarette Use (Adults),Every Day,33.4,22.6,44.2,170,Male,79.0
284,2017,Kentucky,E-Cigarette Use (Adults),Every Day,41.4,29.5,53.3,183,Female,79.0
285,2017,Kentucky,E-Cigarette Use (Adults),Some Days,63.5,55.4,71.6,353,Overall,79.0
286,2017,Kentucky,E-Cigarette Use (Adults),Some Days,66.6,55.8,77.4,170,Male,79.0
287,2017,Kentucky,E-Cigarette Use (Adults),Some Days,58.6,46.7,70.5,183,Female,79.0
288,2016,Kentucky,E-Cigarette Use (Adults),Every Day,38.4,31.7,45.1,453,Overall,79.0
289,2016,Kentucky,E-Cigarette Use (Adults),Every Day,41.3,31.4,51.2,207,Male,79.0
290,2016,Kentucky,E-Cigarette Use (Adults),Every Day,34.9,26.3,43.5,246,Female,79.0
291,2016,Kentucky,E-Cigarette Use (Adults),Some Days,61.6,54.9,68.3,453,Overall,79.0
292,2016,Kentucky,E-Cigarette Use (Adults),Some Days,58.7,48.8,68.6,207,Male,79.0
293,2016,Kentucky,E-Cigarette Use (Adults),Some Days,65.1,56.5,73.7,246,Female,79.0
294,2018,Louisiana,E-Cigarette Use (Adults),Every Day,41.4,32.6,50.2,222,Overall,69.0
295,2018,Louisiana,E-Cigarette Use (Adults),Every Day,44.0,32.3,55.7,128,Male,69.0
296,2018,Louisiana,E-Cigarette Use (Adults),Every Day,37.3,24.2,50.4,94,Female,69.0
297,2018,Louisiana,E-Cigarette Use (Adults),Some Days,58.6,49.8,67.4,222,Overall,69.0
298,2018,Louisiana,E-Cigarette Use (Adults),Some Days,56.0,44.3,67.7,128,Male,69.0
299,2018,Louisiana,E-Cigarette Use (Adults),Some Days,62.7,49.6,75.8,94,Female,69.0
300,2017,Louisiana,E-Cigarette Use (Adults),Every Day,33.6,24.7,42.5,162,Overall,69.0
301,2017,Louisiana,E-Cigarette Use (Adults),Every Day,39.4,27.3,51.5,87,Male,69.0
302,2017,Louisiana,E-Cigarette Use (Adults),Every Day,25.9,14.2,37.6,75,Female,69.0
303,2017,Louisiana,E-Cigarette Use (Adults),Some Days,66.4,57.5,75.3,162,Overall,69.0
304,2017,Louisiana,E-Cigarette Use (Adults),Some Days,60.6,48.5,72.7,87,Male,69.0
305,2017,Louisiana,E-Cigarette Use (Adults),Some Days,74.1,62.4,85.8,75,Female,69.0
306,2016,Louisiana,E-Cigarette Use (Adults),Every Day,31.1,21.4,40.8,164,Overall,69.0
307,2016,Louisiana,E-Cigarette Use (Adults),Every Day,39.8,25.9,53.7,85,Male,69.0
308,2016,Louisiana,E-Cigarette Use (Adults),Every Day,18.3,8.4,28.2,79,Female,69.0
309,2016,Louisiana,E-Cigarette Use (Adults),Some Days,68.9,59.2,78.6,164,Overall,69.0
310,2016,Louisiana,E-Cigarette Use (Adults),Some Days,60.2,46.3,74.1,85,Male,69.0
311,2016,Louisiana,E-Cigarette Use (Adults),Some Days,81.7,71.8,91.6,79,Female,69.0
312,2017,Maine,E-Cigarette Use (Adults),Every Day,36.6,26.5,46.7,240,Overall,87.3
313,2017,Maine,E-Cigarette Use (Adults),Every Day,41.3,27.2,55.4,119,Male,87.3
314,2017,Maine,E-Cigarette Use (Adults),Every Day,28.8,17.0,40.6,121,Female,87.3
315,2017,Maine,E-Cigarette Use (Adults),Some Days,63.4,53.3,73.5,240,Overall,87.3
316,2017,Maine,E-Cigarette Use (Adults),Some Days,58.7,44.6,72.8,119,Male,87.3
317,2017,Maine,E-Cigarette Use (Adults),Some Days,71.2,59.4,83.0,121,Female,87.3
318,2016,Maine,E-Cigarette Use (Adults),Every Day,24.1,16.6,31.6,250,Overall,87.3
319,2016,Maine,E-Cigarette Use (Adults),Every Day,29.1,18.7,39.5,141,Male,87.3
320,2016,Maine,E-Cigarette Use (Adults),Every Day,15.3,6.6,24.0,109,Female,87.3
321,2016,Maine,E-Cigarette Use (Adults),Some Days,75.9,68.4,83.4,250,Overall,87.3
322,2016,Maine,E-Cigarette Use (Adults),Some Days,70.9,60.5,81.3,141,Male,87.3
323,2016,Maine,E-Cigarette Use (Adults),Some Days,84.7,76.0,93.4,109,Female,87.3
324,2018,Maryland,E-Cigarette Use (Adults),Every Day,35.6,29.1,42.1,456,Overall,83.0
325,2018,Maryland,E-Cigarette Use (Adults),Every Day,37.0,28.3,45.7,234,Male,83.0
326,2018,Maryland,E-Cigarette Use (Adults),Every Day,33.4,23.9,42.9,222,Female,83.0
327,2018,Maryland,E-Cigarette Use (Adults),Some Days,64.4,57.9,70.9,456,Overall,83.0
328,2018,Maryland,E-Cigarette Use (Adults),Some Days,63.0,54.3,71.7,234,Male,83.0
329,2018,Maryland,E-Cigarette Use (Adults),Some Days,66.6,57.1,76.1,222,Female,83.0
330,2017,Maryland,E-Cigarette Use (Adults),Every Day,35.1,26.2,44.0,275,Overall,83.0
331,2017,Maryland,E-Cigarette Use (Adults),Every Day,38.1,25.9,50.3,139,Male,83.0
332,2017,Maryland,E-Cigarette Use (Adults),Every Day,30.4,18.5,42.3,136,Female,83.0
333,2017,Maryland,E-Cigarette Use (Adults),Some Days,64.9,56.0,73.8,275,Overall,83.0
334,2017,Maryland,E-Cigarette Use (Adults),Some Days,61.9,49.7,74.1,139,Male,83.0
335,2017,Maryland,E-Cigarette Use (Adults),Some Days,69.6,57.7,81.5,136,Female,83.0
336,2016,Maryland,E-Cigarette Use (Adults),Every Day,30.7,23.8,37.6,403,Overall,83.0
337,2016,Maryland,E-Cigarette Use (Adults),Every Day,36.2,26.9,45.5,215,Male,83.0
338,2016,Maryland,E-Cigarette Use (Adults),Every Day,19.4,11.9,26.9,188,Female,83.0
339,2016,Maryland,E-Cigarette Use (Adults),Some Days,69.3,62.4,76.2,403,Overall,83.0
340,2016,Maryland,E-Cigarette Use (Adults),Some Days,63.8,54.5,73.1,215,Male,83.0
341,2016,Maryland,E-Cigarette Use (Adults),Some Days,80.6,73.1,88.1,188,Female,83.0
342,2018,Massachusetts,E-Cigarette Use (Adults),Every Day,35.7,27.3,44.1,243,Overall,85.8
343,2018,Massachusetts,E-Cigarette Use (Adults),Every Day,36.8,27.2,46.4,141,Male,85.8
344,2018,Massachusetts,E-Cigarette Use (Adults),Every Day,34.1,18.8,49.4,102,Female,85.8
345,2018,Massachusetts,E-Cigarette Use (Adults),Some Days,64.3,55.9,72.7,243,Overall,85.8
346,2018,Massachusetts,E-Cigarette Use (Adults),Some Days,63.2,53.6,72.8,141,Male,85.8
347,2018,Massachusetts,E-Cigarette Use (Adults),Some Days,65.9,50.6,81.2,102,Female,85.8
348,2017,Massachusetts,E-Cigarette Use (Adults),Every Day,29.2,19.4,39.0,165,Overall,85.8
349,2017,Massachusetts,E-Cigarette Use (Adults),Every Day,32.9,19.9,45.9,98,Male,85.8
350,2017,Massachusetts,E-Cigarette Use (Adults),Every Day,23.2,8.7,37.7,67,Female,85.8
351,2017,Massachusetts,E-Cigarette Use (Adults),Some Days,70.8,61.0,80.6,165,Overall,85.8
352,2017,Massachusetts,E-Cigarette Use (Adults),Some Days,67.1,54.1,80.1,98,Male,85.8
353,2017,Massachusetts,E-Cigarette Use (Adults),Some Days,76.8,62.3,91.3,67,Female,85.8
354,2016,Massachusetts,E-Cigarette Use (Adults),Every Day,37.6,29.0,46.2,240,Overall,85.8
355,2016,Massachusetts,E-Cigarette Use (Adults),Every Day,40.2,29.1,51.3,148,Male,85.8
356,2016,Massachusetts,E-Cigarette Use (Adults),Every Day,32.7,19.9,45.5,92,Female,85.8
357,2016,Massachusetts,E-Cigarette Use (Adults),Some Days,62.4,53.8,71.0,240,Overall,85.8
358,2016,Massachusetts,E-Cigarette Use (Adults),Some Days,59.8,48.7,70.9,148,Male,85.8
359,2016,Massachusetts,E-Cigarette Use (Adults),Some Days,67.3,54.5,80.1,92,Female,85.8
360,2017,Michigan,E-Cigarette Use (Adults),Every Day,29.1,23.3,34.9,372,Overall,86.2
361,2017,Michigan,E-Cigarette Use (Adults),Every Day,29.2,21.8,36.6,200,Male,86.2
362,2017,Michigan,E-Cigarette Use (Adults),Every Day,29.0,19.7,38.3,172,Female,86.2
363,2017,Michigan,E-Cigarette Use (Adults),Some Days,70.9,65.1,76.7,372,Overall,86.2
364,2017,Michigan,E-Cigarette Use (Adults),Some Days,70.8,63.4,78.2,200,Male,86.2
365,2017,Michigan,E-Cigarette Use (Adults),Some Days,71.0,61.7,80.3,172,Female,86.2
366,2016,Michigan,E-Cigarette Use (Adults),Every Day,19.8,15.6,24.0,448,Overall,86.2
367,2016,Michigan,E-Cigarette Use (Adults),Every Day,20.3,14.3,26.3,223,Male,86.2
368,2016,Michigan,E-Cigarette Use (Adults),Every Day,19.2,13.2,25.2,225,Female,86.2
369,2016,Michigan,E-Cigarette Use (Adults),Some Days,80.2,76.0,84.4,448,Overall,86.2
370,2016,Michigan,E-Cigarette Use (Adults),Some Days,79.7,73.7,85.7,223,Male,86.2
371,2016,Michigan,E-Cigarette Use (Adults),Some Days,80.8,74.8,86.8,225,Female,86.2
372,2018,Minnesota,E-Cigarette Use (Adults),Every Day,37.0,32.1,41.9,570,Overall,86.1
373,2018,Minnesota,E-Cigarette Use (Adults),Every Day,41.3,35.4,47.2,377,Male,86.1
374,2018,Minnesota,E-Cigarette Use (Adults),Every Day,28.8,20.5,37.1,193,Female,86.1
375,2018,Minnesota,E-Cigarette Use (Adults),Some Days,63.0,58.1,67.9,570,Overall,86.1
376,2018,Minnesota,E-Cigarette Use (Adults),Some Days,58.7,52.8,64.6,377,Male,86.1
377,2018,Minnesota,E-Cigarette Use (Adults),Some Days,71.2,62.9,79.5,193,Female,86.1
378,2017,Minnesota,E-Cigarette Use (Adults),Every Day,34.8,29.1,40.5,474,Overall,86.1
379,2017,Minnesota,E-Cigarette Use (Adults),Every Day,37.5,30.2,44.8,286,Male,86.1
380,2017,Minnesota,E-Cigarette Use (Adults),Every Day,30.6,21.7,39.5,188,Female,86.1
381,2017,Minnesota,E-Cigarette Use (Adults),Some Days,65.2,59.5,70.9,474,Overall,86.1
382,2017,Minnesota,E-Cigarette Use (Adults),Some Days,62.5,55.2,69.8,286,Male,86.1
383,2017,Minnesota,E-Cigarette Use (Adults),Some Days,69.4,60.5,78.3,188,Female,86.1
384,2016,Minnesota,E-Cigarette Use (Adults),Every Day,34.2,29.1,39.3,480,Overall,86.1
385,2016,Minnesota,E-Cigarette Use (Adults),Every Day,38.5,31.8,45.2,285,Male,86.1
386,2016,Minnesota,E-Cigarette Use (Adults),Every Day,26.9,19.8,34.0,195,Female,86.1
387,2016,Minnesota,E-Cigarette Use (Adults),Some Days,65.8,60.7,70.9,480,Overall,86.1
388,2016,Minnesota,E-Cigarette Use (Adults),Some Days,61.5,54.8,68.2,285,Male,86.1
389,2016,Minnesota,E-Cigarette Use (Adults),Some Days,73.1,66.0,80.2,195,Female,86.1
390,2018,Mississippi,E-Cigarette Use (Adults),Every Day,40.9,32.4,49.4,206,Overall,68.1
391,2018,Mississippi,E-Cigarette Use (Adults),Every Day,51.0,39.4,62.6,110,Male,68.1
392,2018,Mississippi,E-Cigarette Use (Adults),Every Day,25.9,16.3,35.5,96,Female,68.1
393,2018,Mississippi,E-Cigarette Use (Adults),Some Days,59.1,50.6,67.6,206,Overall,68.1
394,2018,Mississippi,E-Cigarette Use (Adults),Some Days,49.0,37.4,60.6,110,Male,68.1
395,2018,Mississippi,E-Cigarette Use (Adults),Some Days,74.1,64.5,83.7,96,Female,68.1
396,2017,Mississippi,E-Cigarette Use (Adults),Every Day,36.1,25.9,46.3,149,Overall,68.1
397,2017,Mississippi,E-Cigarette Use (Adults),Every Day,37.3,23.2,51.4,73,Male,68.1
398,2017,Mississippi,E-Cigarette Use (Adults),Every Day,34.5,20.1,48.9,76,Female,68.1
399,2017,Mississippi,E-Cigarette Use (Adults),Some Days,63.9,53.7,74.1,149,Overall,68.1
400,2017,Mississippi,E-Cigarette Use (Adults),Some Days,62.7,48.6,76.8,73,Male,68.1
401,2017,Mississippi,E-Cigarette Use (Adults),Some Days,65.5,51.1,79.9,76,Female,68.1
402,2016,Mississippi,E-Cigarette Use (Adults),Every Day,22.5,14.3,30.7,157,Overall,68.1
403,2016,Mississippi,E-Cigarette Use (Adults),Every Day,25.1,12.7,37.5,67,Male,68.1
404,2016,Mississippi,E-Cigarette Use (Adults),Every Day,19.1,9.2,29.0,90,Female,68.1
405,2016,Mississippi,E-Cigarette Use (Adults),Some Days,77.5,69.3,85.7,157,Overall,68.1
406,2016,Mississippi,E-Cigarette Use (Adults),Some Days,74.9,62.5,87.3,67,Male,68.1
407,2016,Mississippi,E-Cigarette Use (Adults),Some Days,80.9,71.0,90.8,90,Female,68.1
408,2018,Missouri,E-Cigarette Use (Adults),Every Day,42.7,33.4,52.0,195,Overall,78.6
409,2018,Missouri,E-Cigarette Use (Adults),Every Day,45.4,33.0,57.8,99,Male,78.6
410,2018,Missouri,E-Cigarette Use (Adults),Every Day,39.2,25.5,52.9,96,Female,78.6
411,2018,Missouri,E-Cigarette Use (Adults),Some Days,57.3,48.0,66.6,195,Overall,78.6
412,2018,Missouri,E-Cigarette Use (Adults),Some Days,54.6,42.2,67.0,99,Male,78.6
413,2018,Missouri,E-Cigarette Use (Adults),Some Days,60.8,47.1,74.5,96,Female,78.6
414,2017,Missouri,E-Cigarette Use (Adults),Every Day,46.5,38.2,54.8,262,Overall,78.6
415,2017,Missouri,E-Cigarette Use (Adults),Every Day,52.5,41.0,64.0,121,Male,78.6
416,2017,Missouri,E-Cigarette Use (Adults),Every Day,38.7,27.2,50.2,141,Female,78.6
417,2017,Missouri,E-Cigarette Use (Adults),Some Days,53.5,45.2,61.8,262,Overall,78.6
418,2017,Missouri,E-Cigarette Use (Adults),Some Days,47.5,36.0,59.0,121,Male,78.6
419,2017,Missouri,E-Cigarette Use (Adults),Some Days,61.3,49.8,72.8,141,Female,78.6
420,2016,Missouri,E-Cigarette Use (Adults),Every Day,27.0,19.5,34.5,250,Overall,78.6
421,2016,Missouri,E-Cigarette Use (Adults),Every Day,26.2,15.9,36.5,124,Male,78.6
422,2016,Missouri,E-Cigarette Use (Adults),Every Day,28.0,16.9,39.1,126,Female,78.6
423,2016,Missouri,E-Cigarette Use (Adults),Some Days,73.0,65.5,80.5,250,Overall,78.6
424,2016,Missouri,E-Cigarette Use (Adults),Some Days,73.8,63.5,84.1,124,Male,78.6
425,2016,Missouri,E-Cigarette Use (Adults),Some Days,72.0,60.9,83.1,126,Female,78.6
426,2018,Montana,E-Cigarette Use (Adults),Every Day,36.5,27.2,45.8,148,Overall,90.0
427,2018,Montana,E-Cigarette Use (Adults),Every Day,39.5,26.7,52.3,77,Male,90.0
428,2018,Montana,E-Cigarette Use (Adults),Every Day,32.8,19.1,46.5,71,Female,90.0
429,2018,Montana,E-Cigarette Use (Adults),Some Days,63.5,54.2,72.8,148,Overall,90.0
430,2018,Montana,E-Cigarette Use (Adults),Some Days,60.5,47.7,73.3,77,Male,90.0
431,2018,Montana,E-Cigarette Use (Adults),Some Days,67.2,53.5,80.9,71,Female,90.0
432,2017,Montana,E-Cigarette Use (Adults),Every Day,45.8,35.4,56.2,147,Overall,90.0
433,2017,Montana,E-Cigarette Use (Adults),Every Day,48.8,35.2,62.4,79,Male,90.0
434,2017,Montana,E-Cigarette Use (Adults),Every Day,41.8,25.7,57.9,68,Female,90.0
435,2017,Montana,E-Cigarette Use (Adults),Some Days,54.2,43.8,64.6,147,Overall,90.0
436,2017,Montana,E-Cigarette Use (Adults),Some Days,51.2,37.6,64.8,79,Male,90.0
437,2017,Montana,E-Cigarette Use (Adults),Some Days,58.2,42.1,74.3,68,Female,90.0
438,2016,Montana,E-Cigarette Use (Adults),Every Day,25.4,15.9,34.9,132,Overall,90.0
439,2016,Montana,E-Cigarette Use (Adults),Every Day,37.9,23.3,52.5,71,Male,90.0
440,2016,Montana,E-Cigarette Use (Adults),Every Day,11.5,3.4,19.6,61,Female,90.0
441,2016,Montana,E-Cigarette Use (Adults),Some Days,74.6,65.1,84.1,132,Overall,90.0
442,2016,Montana,E-Cigarette Use (Adults),Some Days,62.1,47.5,76.7,71,Male,90.0
443,2016,Montana,E-Cigarette Use (Adults),Some Days,88.5,80.4,96.6,61,Female,90.0
444,2018,Nebraska,E-Cigarette Use (Adults),Every Day,40.9,34.6,47.2,468,Overall,79.4
445,2018,Nebraska,E-Cigarette Use (Adults),Every Day,43.0,34.5,51.5,244,Male,79.4
446,2018,Nebraska,E-Cigarette Use (Adults),Every Day,38.0,28.9,47.1,224,Female,79.4
447,2018,Nebraska,E-Cigarette Use (Adults),Some Days,59.1,52.8,65.4,468,Overall,79.4
448,2018,Nebraska,E-Cigarette Use (Adults),Some Days,57.0,48.5,65.5,244,Male,79.4
449,2018,Nebraska,E-Cigarette Use (Adults),Some Days,62.0,52.9,71.1,224,Female,79.4
450,2017,Nebraska,E-Cigarette Use (Adults),Every Day,32.3,25.3,39.3,376,Overall,79.4
451,2017,Nebraska,E-Cigarette Use (Adults),Every Day,34.9,25.4,44.4,192,Male,79.4
452,2017,Nebraska,E-Cigarette Use (Adults),Every Day,28.4,18.2,38.6,184,Female,79.4
453,2017,Nebraska,E-Cigarette Use (Adults),Some Days,67.7,60.7,74.7,376,Overall,79.4
454,2017,Nebraska,E-Cigarette Use (Adults),Some Days,65.1,55.6,74.6,192,Male,79.4
455,2017,Nebraska,E-Cigarette Use (Adults),Some Days,71.6,61.4,81.8,184,Female,79.4
456,2016,Nebraska,E-Cigarette Use (Adults),Every Day,29.6,23.5,35.7,475,Overall,79.4
457,2016,Nebraska,E-Cigarette Use (Adults),Every Day,28.2,20.3,36.1,237,Male,79.4
458,2016,Nebraska,E-Cigarette Use (Adults),Every Day,31.1,21.8,40.4,238,Female,79.4
459,2016,Nebraska,E-Cigarette Use (Adults),Some Days,70.4,64.3,76.5,475,Overall,79.4
