,Year,Location Description,Data Source,Topic Description,Measure Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,legislation percentage
868,2016,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.0,22.4,33.6,445,Male,82.5
869,2016,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.7,23.9,33.5,565,Female,82.5
870,2015,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,68.2,76.0,1148,Overall,82.5
871,2015,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,65.7,77.3,505,Male,82.5
872,2015,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,67.8,77.8,643,Female,82.5
873,2015,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,24.0,31.8,1148,Overall,82.5
874,2015,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.5,22.7,34.3,505,Male,82.5
875,2015,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,22.2,32.2,643,Female,82.5
876,2014,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,68.6,74.8,1427,Overall,82.5
877,2014,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.4,65.8,75.0,648,Male,82.5
878,2014,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,69.2,77.0,779,Female,82.5
879,2014,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,25.2,31.4,1427,Overall,82.5
880,2014,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.6,25.0,34.2,648,Male,82.5
881,2014,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.9,23.0,30.8,779,Female,82.5
882,2013,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,70.5,76.1,1567,Overall,82.5
883,2013,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,68.6,76.8,689,Male,82.5
884,2013,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.0,70.2,77.8,878,Female,82.5
885,2013,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.7,23.9,29.5,1567,Overall,82.5
886,2013,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.3,23.2,31.4,689,Male,82.5
887,2013,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.0,22.2,29.8,878,Female,82.5
888,2016,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.5,68.7,76.3,717,Overall,92.5
889,2016,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,67.4,78.2,344,Male,92.5
890,2016,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,66.7,77.5,373,Female,92.5
891,2016,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.5,23.7,31.3,717,Overall,92.5
892,2016,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,21.8,32.6,344,Male,92.5
893,2016,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,22.5,33.3,373,Female,92.5
894,2015,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,63.4,72.2,716,Overall,92.5
895,2015,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,61.8,74.8,340,Male,92.5
896,2015,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.3,61.4,73.2,376,Female,92.5
897,2015,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.2,27.8,36.6,716,Overall,92.5
898,2015,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,25.2,38.2,340,Male,92.5
899,2015,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.7,26.8,38.6,376,Female,92.5
900,2014,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,67.3,75.7,667,Overall,92.5
901,2014,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.3,63.3,75.3,319,Male,92.5
902,2014,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,68.3,79.5,348,Female,92.5
903,2014,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.5,24.3,32.7,667,Overall,92.5
904,2014,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.7,24.7,36.7,319,Male,92.5
905,2014,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,20.5,31.7,348,Female,92.5
906,2013,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.6,69.4,77.8,800,Overall,92.5
907,2013,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.7,67.8,79.6,375,Male,92.5
908,2013,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.6,67.7,79.5,425,Female,92.5
909,2013,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.4,22.2,30.6,800,Overall,92.5
910,2013,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.3,20.4,32.2,375,Male,92.5
911,2013,Oregon,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.4,20.5,32.3,425,Female,92.5
912,2016,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.6,68.1,75.1,1045,Overall,82.8
913,2016,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.2,63.2,73.2,500,Male,82.8
914,2016,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.5,70.9,80.1,545,Female,82.8
915,2016,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.4,24.9,31.9,1045,Overall,82.8
916,2016,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.8,26.8,36.8,500,Male,82.8
917,2016,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.5,19.9,29.1,545,Female,82.8
918,2015,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.2,69.4,77.0,908,Overall,82.8
919,2015,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,64.5,76.1,435,Male,82.8
920,2015,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.4,71.6,81.2,473,Female,82.8
921,2015,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.8,23.0,30.6,908,Overall,82.8
922,2015,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,23.9,35.5,435,Male,82.8
923,2015,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.6,18.8,28.4,473,Female,82.8
924,2014,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.0,67.0,73.0,1809,Overall,82.8
925,2014,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,62.2,71.6,748,Male,82.8
926,2014,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,69.4,76.8,1061,Female,82.8
927,2014,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.0,27.0,33.0,1809,Overall,82.8
928,2014,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,28.4,37.8,748,Male,82.8
929,2014,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.9,23.2,30.6,1061,Female,82.8
930,2013,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.8,72.2,77.4,2003,Overall,82.8
931,2013,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,69.8,77.2,930,Male,82.8
932,2013,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.3,72.7,79.9,1073,Female,82.8
933,2013,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.2,22.6,27.8,2003,Overall,82.8
934,2013,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.5,22.8,30.2,930,Male,82.8
935,2013,Pennsylvania,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.7,20.1,27.3,1073,Female,82.8
936,2016,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.7,60.5,70.9,730,Overall,87.3
937,2016,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.5,56.8,72.2,335,Male,87.3
938,2016,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,60.8,73.6,395,Female,87.3
939,2016,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.3,29.1,39.5,730,Overall,87.3
940,2016,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.5,27.8,43.2,335,Male,87.3
941,2016,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.8,26.4,39.2,395,Female,87.3
942,2015,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.1,64.0,74.2,778,Overall,87.3
943,2015,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.8,59.2,74.4,348,Male,87.3
944,2015,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,65.9,78.3,430,Female,87.3
945,2015,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.9,25.8,36.0,778,Overall,87.3
946,2015,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.2,25.6,40.8,348,Male,87.3
947,2015,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,21.7,34.1,430,Female,87.3
948,2014,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,65.3,74.1,822,Overall,87.3
949,2014,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,59.5,72.9,351,Male,87.3
950,2014,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.1,68.8,79.4,471,Female,87.3
951,2014,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,25.9,34.7,822,Overall,87.3
952,2014,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,27.1,40.5,351,Male,87.3
953,2014,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.9,20.6,31.2,471,Female,87.3
954,2013,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,67.8,75.8,909,Overall,87.3
955,2013,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,66.3,77.9,393,Male,87.3
956,2013,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,66.0,77.0,516,Female,87.3
957,2013,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,24.2,32.2,909,Overall,87.3
958,2013,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,22.1,33.7,393,Male,87.3
959,2013,Rhode Island,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.5,23.0,34.0,516,Female,87.3
960,2016,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.0,61.8,68.2,1703,Overall,83.0
961,2016,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.8,61.1,70.5,795,Male,83.0
962,2016,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.1,59.7,68.5,908,Female,83.0
963,2016,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.0,31.8,38.2,1703,Overall,83.0
964,2016,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.2,29.5,38.9,795,Male,83.0
965,2016,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.9,31.5,40.3,908,Female,83.0
966,2015,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.6,66.6,72.6,1791,Overall,83.0
967,2015,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,66.3,74.9,880,Male,83.0
968,2015,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,64.1,72.5,911,Female,83.0
969,2015,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.4,27.4,33.4,1791,Overall,83.0
970,2015,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,25.1,33.7,880,Male,83.0
971,2015,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,27.5,35.9,911,Female,83.0
972,2014,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.9,66.1,71.7,1829,Overall,83.0
973,2014,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.3,66.4,74.2,890,Male,83.0
974,2014,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.3,63.2,71.4,939,Female,83.0
975,2014,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.1,28.3,33.9,1829,Overall,83.0
976,2014,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,25.8,33.6,890,Male,83.0
977,2014,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.7,28.6,36.8,939,Female,83.0
978,2013,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,67.4,73.0,1794,Overall,83.0
979,2013,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,65.8,73.6,880,Male,83.0
980,2013,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.7,66.5,74.9,914,Female,83.0
981,2013,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,27.0,32.6,1794,Overall,83.0
982,2013,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,26.4,34.2,880,Male,83.0
983,2013,South Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.3,25.1,33.5,914,Female,83.0
984,2016,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.2,63.7,74.7,861,Overall,85.4
985,2016,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,59.3,75.1,397,Male,85.4
986,2016,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,65.2,79.0,464,Female,85.4
987,2016,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.8,25.3,36.3,861,Overall,85.4
988,2016,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.8,24.9,40.7,397,Male,85.4
989,2016,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,21.0,34.8,464,Female,85.4
990,2015,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.6,65.0,74.2,1114,Overall,85.4
991,2015,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.6,66.2,79.0,474,Male,85.4
992,2015,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.8,60.2,73.4,640,Female,85.4
993,2015,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.4,25.8,35.0,1114,Overall,85.4
994,2015,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.4,21.0,33.8,474,Male,85.4
995,2015,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.2,26.6,39.8,640,Female,85.4
996,2014,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.5,65.0,74.0,1170,Overall,85.4
997,2014,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.2,62.8,75.6,532,Male,85.4
998,2014,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,63.5,75.9,638,Female,85.4
999,2014,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.5,26.0,35.0,1170,Overall,85.4
1000,2014,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.8,24.4,37.2,532,Male,85.4
1001,2014,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,24.1,36.5,638,Female,85.4
1002,2013,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.8,64.6,73.0,1207,Overall,85.4
1003,2013,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,61.7,73.9,525,Male,85.4
1004,2013,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.8,64.2,75.4,682,Female,85.4
1005,2013,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.2,27.0,35.4,1207,Overall,85.4
1006,2013,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.2,26.1,38.3,525,Male,85.4
1007,2013,South Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.2,24.6,35.8,682,Female,85.4
1008,2016,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.5,64.5,72.5,1177,Overall,80.5
1009,2016,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.7,58.5,70.9,525,Male,80.5
1010,2016,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,67.9,77.7,652,Female,80.5
1011,2016,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.5,27.5,35.5,1177,Overall,80.5
1012,2016,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.3,29.1,41.5,525,Male,80.5
1013,2016,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,22.3,32.1,652,Female,80.5
1014,2015,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.4,68.6,76.2,1105,Overall,80.5
1015,2015,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.0,69.5,80.5,446,Male,80.5
1016,2015,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.8,64.6,75.0,659,Female,80.5
1017,2015,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,23.8,31.4,1105,Overall,80.5
1018,2015,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.0,19.5,30.5,446,Male,80.5
1019,2015,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.2,25.0,35.4,659,Female,80.5
1020,2014,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.4,73.3,81.5,969,Overall,80.5
1021,2014,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.5,72.3,84.7,395,Male,80.5
1022,2014,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.1,70.8,81.4,574,Female,80.5
1023,2014,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.6,18.5,26.7,969,Overall,80.5
1024,2014,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.5,15.3,27.7,395,Male,80.5
1025,2014,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.9,18.6,29.2,574,Female,80.5
1026,2013,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.6,72.1,79.1,1175,Overall,80.5
1027,2013,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.2,67.6,78.8,439,Male,80.5
1028,2013,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.3,74.5,82.1,736,Female,80.5
1029,2013,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.4,20.9,27.9,1175,Overall,80.5
1030,2013,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.8,21.2,32.4,439,Male,80.5
1031,2013,Tennessee,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.7,17.9,25.5,736,Female,80.5
1032,2016,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,59.2,54.8,63.6,1459,Overall,89.0
1033,2016,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,58.5,52.6,64.4,731,Male,89.0
1034,2016,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,60.2,53.5,66.9,728,Female,89.0
1035,2016,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,40.8,36.4,45.2,1459,Overall,89.0
1036,2016,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,41.5,35.6,47.4,731,Male,89.0
1037,2016,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,39.8,33.1,46.5,728,Female,89.0
1038,2015,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.3,58.3,66.3,1817,Overall,89.0
1039,2015,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,59.0,53.5,64.5,872,Male,89.0
1040,2015,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.0,61.0,73.0,945,Female,89.0
1041,2015,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.7,33.7,41.7,1817,Overall,89.0
1042,2015,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,41.0,35.5,46.5,872,Male,89.0
1043,2015,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.0,27.0,39.0,945,Female,89.0
1044,2014,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,59.5,55.9,63.1,1848,Overall,89.0
1045,2014,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,55.7,50.6,60.8,825,Male,89.0
1046,2014,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.4,59.6,69.2,1023,Female,89.0
1047,2014,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,40.5,36.9,44.1,1848,Overall,89.0
1048,2014,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,44.3,39.2,49.4,825,Male,89.0
1049,2014,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.6,30.8,40.4,1023,Female,89.0
1050,2013,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.1,58.5,65.7,1465,Overall,89.0
1051,2013,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,60.6,55.5,65.7,712,Male,89.0
1052,2013,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.2,59.1,69.3,753,Female,89.0
1053,2013,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.9,34.3,41.5,1465,Overall,89.0
1054,2013,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,39.4,34.3,44.5,712,Male,89.0
1055,2013,Texas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.8,30.7,40.9,753,Female,89.0
1056,2016,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.7,58.9,68.5,806,Overall,95.4
1057,2016,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.9,56.6,69.2,440,Male,95.4
1058,2016,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.8,57.6,72.0,366,Female,95.4
1059,2016,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.3,31.5,41.1,806,Overall,95.4
1060,2016,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.1,30.8,43.4,440,Male,95.4
1061,2016,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.2,28.0,42.4,366,Female,95.4
1062,2015,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.4,65.6,73.2,885,Overall,95.4
1063,2015,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,63.2,73.4,486,Male,95.4
1064,2015,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.3,65.5,77.1,399,Female,95.4
1065,2015,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.6,26.8,34.4,885,Overall,95.4
1066,2015,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,26.6,36.8,486,Male,95.4
1067,2015,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.7,22.9,34.5,399,Female,95.4
1068,2014,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.4,63.2,69.6,1213,Overall,95.4
1069,2014,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.6,62.3,70.9,632,Male,95.4
1070,2014,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.1,61.2,71.0,581,Female,95.4
1071,2014,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,30.4,36.8,1213,Overall,95.4
1072,2014,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.4,29.1,37.7,632,Male,95.4
1073,2014,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.9,29.0,38.8,581,Female,95.4
1074,2013,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.8,65.3,72.3,1102,Overall,95.4
1075,2013,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.0,65.4,74.6,554,Male,95.4
1076,2013,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.1,61.9,72.3,548,Female,95.4
1077,2013,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.2,27.7,34.7,1102,Overall,95.4
1078,2013,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.0,25.4,34.6,554,Male,95.4
1079,2013,Utah,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.9,27.7,38.1,548,Female,95.4
1080,2016,Vermont,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,69.3,77.7,906,Overall,87.7
1081,2016,Vermont,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.9,63.8,76.0,451,Male,87.7
